código,nome do território,ano,concelhos apurados,concelhos por apurar,total de concelhos,freguesias apuradas,freguesias por apurar,total de freguesias,consulados apurados,consulados por apurar,total de consulados,inscritos,votos,% votos,brancos,% brancos,nulos,% nulos,mandatos,mandatos por atribuir,opção 1,votos 1,% votos1,mandatos 1,opção 2,votos 2,% votos2,mandatos 2,opção 3,votos 3,% votos3,mandatos 3,opção 4,votos 4,% votos4,mandatos 4,opção 5,votos 5,% votos5,mandatos 5,opção 6,votos 6,% votos6,mandatos 6,opção 7,votos 7,% votos7,mandatos 7,opção 8,votos 8,% votos8,mandatos 8,opção 9,votos 9,% votos9,mandatos 9,opção 10,votos 10,% votos10,mandatos 10,opção 11,votos 11,% votos11,mandatos 11,opção 12,votos 12,% votos12,mandatos 12,opção 13,votos 13,% votos13,mandatos 13,opção 14,votos 14,% votos14,mandatos 14,opção 15,votos 15,% votos15,mandatos 15,opção 16,votos 16,% votos16,mandatos 16,opção 17,votos 17,% votos17,mandatos 17,opção 18,votos 18,% votos18,mandatos 18,opção 19,votos 19,% votos19,mandatos 19,opção 20,votos 20,% votos20,mandatos 20
30212,Balugães,2024,,,,1,0,1,,,,746,524,70.24,9,1.72,3,0.57,,,ADN,14,2.67,,B.E.,12,2.29,,CH,82,15.65,,E,1,0.19,,IL,20,3.82,,JPP,0,0,,L,6,1.15,,MPT.A,0,0,,NC,2,0.38,,ND,3,0.57,,PAN,5,0.95,,PCP-PEV,4,0.76,,PCTP/MRPP,2,0.38,,,,,,PPD/PSD.CDS-PP.PPM,272,51.91,,,,,,PS,87,16.6,,,,,,R.I.R.,2,0.38,,VP,0,0,
30213,Barcelinhos,2024,,,,1,0,1,,,,1654,1287,77.81,30,2.33,13,1.01,,,ADN,19,1.48,,B.E.,51,3.96,,CH,186,14.45,,E,0,0,,IL,89,6.92,,JPP,2,0.16,,L,34,2.64,,MPT.A,0,0,,NC,0,0,,ND,5,0.39,,PAN,27,2.1,,PCP-PEV,22,1.71,,PCTP/MRPP,1,0.08,,,,,,PPD/PSD.CDS-PP.PPM,467,36.29,,,,,,PS,336,26.11,,,,,,R.I.R.,3,0.23,,VP,2,0.16,
30215,Barqueiros,2024,,,,1,0,1,,,,1725,1116,64.7,40,3.58,7,0.63,,,ADN,15,1.34,,B.E.,18,1.61,,CH,230,20.61,,E,0,0,,IL,27,2.42,,JPP,0,0,,L,14,1.25,,MPT.A,1,0.09,,NC,1,0.09,,ND,6,0.54,,PAN,7,0.63,,PCP-PEV,17,1.52,,PCTP/MRPP,1,0.09,,,,,,PPD/PSD.CDS-PP.PPM,425,38.08,,,,,,PS,300,26.88,,,,,,R.I.R.,5,0.45,,VP,2,0.18,
30216,Cambeses,2024,,,,1,0,1,,,,1208,897,74.25,11,1.23,9,1,,,ADN,10,1.11,,B.E.,21,2.34,,CH,170,18.95,,E,2,0.22,,IL,53,5.91,,JPP,0,0,,L,19,2.12,,MPT.A,1,0.11,,NC,2,0.22,,ND,4,0.45,,PAN,14,1.56,,PCP-PEV,23,2.56,,PCTP/MRPP,3,0.33,,,,,,PPD/PSD.CDS-PP.PPM,226,25.2,,,,,,PS,320,35.67,,,,,,R.I.R.,6,0.67,,VP,3,0.33,
30218,Carapeços,2024,,,,1,0,1,,,,1953,1514,77.52,24,1.59,10,0.66,,,ADN,27,1.78,,B.E.,51,3.37,,CH,402,26.55,,E,1,0.07,,IL,76,5.02,,JPP,1,0.07,,L,30,1.98,,MPT.A,4,0.26,,NC,2,0.13,,ND,2,0.13,,PAN,20,1.32,,PCP-PEV,22,1.45,,PCTP/MRPP,3,0.2,,,,,,PPD/PSD.CDS-PP.PPM,579,38.24,,,,,,PS,255,16.84,,,,,,R.I.R.,5,0.33,,VP,0,0,
30220,Carvalhal,2024,,,,1,0,1,,,,1167,921,78.92,9,0.98,11,1.19,,,ADN,17,1.85,,B.E.,25,2.71,,CH,79,8.58,,E,59,6.41,,IL,31,3.37,,JPP,0,0,,L,20,2.17,,MPT.A,2,0.22,,NC,0,0,,ND,5,0.54,,PAN,7,0.76,,PCP-PEV,12,1.3,,PCTP/MRPP,0,0,,,,,,PPD/PSD.CDS-PP.PPM,403,43.76,,,,,,PS,238,25.84,,,,,,R.I.R.,3,0.33,,VP,0,0,
30221,Carvalhas,2024,,,,1,0,1,,,,674,466,69.14,7,1.5,5,1.07,,,ADN,10,2.15,,B.E.,9,1.93,,CH,73,15.67,,E,1,0.21,,IL,11,2.36,,JPP,1,0.21,,L,7,1.5,,MPT.A,0,0,,NC,5,1.07,,ND,3,0.64,,PAN,4,0.86,,PCP-PEV,2,0.43,,PCTP/MRPP,4,0.86,,,,,,PPD/PSD.CDS-PP.PPM,213,45.71,,,,,,PS,108,23.18,,,,,,R.I.R.,2,0.43,,VP,1,0.21,
30224,Cossourado,2024,,,,1,0,1,,,,737,516,70.01,4,0.78,7,1.36,,,ADN,12,2.33,,B.E.,12,2.33,,CH,117,22.67,,E,1,0.19,,IL,36,6.98,,JPP,1,0.19,,L,1,0.19,,MPT.A,2,0.39,,NC,0,0,,ND,3,0.58,,PAN,4,0.78,,PCP-PEV,2,0.39,,PCTP/MRPP,2,0.39,,,,,,PPD/PSD.CDS-PP.PPM,205,39.73,,,,,,PS,102,19.77,,,,,,R.I.R.,4,0.78,,VP,1,0.19,
30228,Cristelo,2024,,,,1,0,1,,,,1613,1085,67.27,20,1.84,7,0.65,,,ADN,29,2.67,,B.E.,14,1.29,,CH,250,23.04,,E,0,0,,IL,38,3.5,,JPP,2,0.18,,L,15,1.38,,MPT.A,1,0.09,,NC,0,0,,ND,2,0.18,,PAN,9,0.83,,PCP-PEV,3,0.28,,PCTP/MRPP,0,0,,,,,,PPD/PSD.CDS-PP.PPM,522,48.11,,,,,,PS,170,15.67,,,,,,R.I.R.,1,0.09,,VP,2,0.18,
30234,Fornelos,2024,,,,1,0,1,,,,717,496,69.18,8,1.61,0,0,,,ADN,12,2.42,,B.E.,11,2.22,,CH,135,27.22,,E,0,0,,IL,18,3.63,,JPP,1,0.2,,L,9,1.81,,MPT.A,0,0,,NC,0,0,,ND,2,0.4,,PAN,1,0.2,,PCP-PEV,3,0.6,,PCTP/MRPP,1,0.2,,,,,,PPD/PSD.CDS-PP.PPM,215,43.35,,,,,,PS,78,15.73,,,,,,R.I.R.,1,0.2,,VP,1,0.2,
30235,Fragoso,2024,,,,1,0,1,,,,1957,1362,69.6,36,2.64,16,1.17,,,ADN,29,2.13,,B.E.,35,2.57,,CH,290,21.29,,E,0,0,,IL,43,3.16,,JPP,1,0.07,,L,12,0.88,,MPT.A,1,0.07,,NC,1,0.07,,ND,6,0.44,,PAN,3,0.22,,PCP-PEV,10,0.73,,PCTP/MRPP,3,0.22,,,,,,PPD/PSD.CDS-PP.PPM,554,40.68,,,,,,PS,313,22.98,,,,,,R.I.R.,8,0.59,,VP,1,0.07,
30237,Gilmonde,2024,,,,1,0,1,,,,1406,1059,75.32,23,2.17,10,0.94,,,ADN,30,2.83,,B.E.,22,2.08,,CH,209,19.74,,E,2,0.19,,IL,52,4.91,,JPP,2,0.19,,L,13,1.23,,MPT.A,2,0.19,,NC,1,0.09,,ND,9,0.85,,PAN,17,1.61,,PCP-PEV,5,0.47,,PCTP/MRPP,3,0.28,,,,,,PPD/PSD.CDS-PP.PPM,442,41.74,,,,,,PS,211,19.92,,,,,,R.I.R.,5,0.47,,VP,1,0.09,
30242,Lama,2024,,,,1,0,1,,,,1116,845,75.72,14,1.66,7,0.83,,,ADN,16,1.89,,B.E.,11,1.3,,CH,240,28.4,,E,0,0,,IL,38,4.5,,JPP,2,0.24,,L,20,2.37,,MPT.A,1,0.12,,NC,0,0,,ND,7,0.83,,PAN,11,1.3,,PCP-PEV,6,0.71,,PCTP/MRPP,2,0.24,,,,,,PPD/PSD.CDS-PP.PPM,329,38.93,,,,,,PS,135,15.98,,,,,,R.I.R.,3,0.36,,VP,3,0.36,
30243,Lijó,2024,,,,1,0,1,,,,2159,1691,78.32,46,2.72,18,1.06,,,ADN,29,1.71,,B.E.,45,2.66,,CH,316,18.69,,E,2,0.12,,IL,112,6.62,,JPP,4,0.24,,L,29,1.71,,MPT.A,2,0.12,,NC,1,0.06,,ND,21,1.24,,PAN,21,1.24,,PCP-PEV,13,0.77,,PCTP/MRPP,3,0.18,,,,,,PPD/PSD.CDS-PP.PPM,696,41.16,,,,,,PS,324,19.16,,,,,,R.I.R.,5,0.3,,VP,4,0.24,
30244,Macieira de Rates,2024,,,,1,0,1,,,,1607,1239,77.1,22,1.78,9,0.73,,,ADN,36,2.91,,B.E.,21,1.69,,CH,207,16.71,,E,0,0,,IL,61,4.92,,JPP,2,0.16,,L,16,1.29,,MPT.A,0,0,,NC,0,0,,ND,4,0.32,,PAN,8,0.65,,PCP-PEV,4,0.32,,PCTP/MRPP,3,0.24,,,,,,PPD/PSD.CDS-PP.PPM,728,58.76,,,,,,PS,104,8.39,,,,,,R.I.R.,12,0.97,,VP,2,0.16,
30245,Manhente,2024,,,,1,0,1,,,,1696,1323,78.01,36,2.72,16,1.21,,,ADN,25,1.89,,B.E.,64,4.84,,CH,233,17.61,,E,1,0.08,,IL,76,5.74,,JPP,0,0,,L,32,2.42,,MPT.A,1,0.08,,NC,3,0.23,,ND,10,0.76,,PAN,18,1.36,,PCP-PEV,15,1.13,,PCTP/MRPP,1,0.08,,,,,,PPD/PSD.CDS-PP.PPM,510,38.55,,,,,,PS,271,20.48,,,,,,R.I.R.,7,0.53,,VP,4,0.3,
30247,Martim,2024,,,,1,0,1,,,,1964,1459,74.29,35,2.4,14,0.96,,,ADN,30,2.06,,B.E.,32,2.19,,CH,322,22.07,,E,0,0,,IL,88,6.03,,JPP,0,0,,L,23,1.58,,MPT.A,1,0.07,,NC,2,0.14,,ND,15,1.03,,PAN,14,0.96,,PCP-PEV,15,1.03,,PCTP/MRPP,6,0.41,,,,,,PPD/PSD.CDS-PP.PPM,505,34.61,,,,,,PS,346,23.71,,,,,,R.I.R.,10,0.69,,VP,1,0.07,
30252,Moure,2024,,,,1,0,1,,,,816,655,80.27,10,1.53,6,0.92,,,ADN,8,1.22,,B.E.,26,3.97,,CH,119,18.17,,E,0,0,,IL,30,4.58,,JPP,2,0.31,,L,19,2.9,,MPT.A,1,0.15,,NC,0,0,,ND,1,0.15,,PAN,7,1.07,,PCP-PEV,13,1.98,,PCTP/MRPP,1,0.15,,,,,,PPD/PSD.CDS-PP.PPM,263,40.15,,,,,,PS,146,22.29,,,,,,R.I.R.,1,0.15,,VP,2,0.31,
30254,Oliveira,2024,,,,1,0,1,,,,964,691,71.68,13,1.88,7,1.01,,,ADN,22,3.18,,B.E.,18,2.6,,CH,150,21.71,,E,0,0,,IL,31,4.49,,JPP,1,0.14,,L,17,2.46,,MPT.A,0,0,,NC,0,0,,ND,5,0.72,,PAN,10,1.45,,PCP-PEV,2,0.29,,PCTP/MRPP,3,0.43,,,,,,PPD/PSD.CDS-PP.PPM,322,46.6,,,,,,PS,89,12.88,,,,,,R.I.R.,1,0.14,,VP,0,0,
30255,Palme,2024,,,,1,0,1,,,,939,634,67.52,9,1.42,9,1.42,,,ADN,8,1.26,,B.E.,16,2.52,,CH,92,14.51,,E,0,0,,IL,21,3.31,,JPP,0,0,,L,3,0.47,,MPT.A,1,0.16,,NC,1,0.16,,ND,6,0.95,,PAN,1,0.16,,PCP-PEV,6,0.95,,PCTP/MRPP,0,0,,,,,,PPD/PSD.CDS-PP.PPM,342,53.94,,,,,,PS,115,18.14,,,,,,R.I.R.,3,0.47,,VP,1,0.16,
30256,Panque,2024,,,,1,0,1,,,,610,435,71.31,7,1.61,6,1.38,,,ADN,9,2.07,,B.E.,4,0.92,,CH,112,25.75,,E,0,0,,IL,13,2.99,,JPP,0,0,,L,4,0.92,,MPT.A,0,0,,NC,0,0,,ND,2,0.46,,PAN,1,0.23,,PCP-PEV,3,0.69,,PCTP/MRPP,0,0,,,,,,PPD/PSD.CDS-PP.PPM,208,47.82,,,,,,PS,65,14.94,,,,,,R.I.R.,0,0,,VP,1,0.23,
30257,Paradela,2024,,,,1,0,1,,,,714,547,76.61,9,1.65,3,0.55,,,ADN,15,2.74,,B.E.,5,0.91,,CH,99,18.1,,E,0,0,,IL,12,2.19,,JPP,1,0.18,,L,9,1.65,,MPT.A,0,0,,NC,1,0.18,,ND,10,1.83,,PAN,5,0.91,,PCP-PEV,1,0.18,,PCTP/MRPP,1,0.18,,,,,,PPD/PSD.CDS-PP.PPM,314,57.4,,,,,,PS,60,10.97,,,,,,R.I.R.,1,0.18,,VP,1,0.18,
30259,Pereira,2024,,,,1,0,1,,,,1125,895,79.56,11,1.23,11,1.23,,,ADN,29,3.24,,B.E.,21,2.35,,CH,137,15.31,,E,1,0.11,,IL,46,5.14,,JPP,1,0.11,,L,8,0.89,,MPT.A,1,0.11,,NC,0,0,,ND,8,0.89,,PAN,13,1.45,,PCP-PEV,5,0.56,,PCTP/MRPP,1,0.11,,,,,,PPD/PSD.CDS-PP.PPM,367,41.01,,,,,,PS,224,25.03,,,,,,R.I.R.,10,1.12,,VP,1,0.11,
30260,Perelhal,2024,,,,1,0,1,,,,1567,1137,72.56,30,2.64,22,1.93,,,ADN,22,1.93,,B.E.,44,3.87,,CH,217,19.09,,E,2,0.18,,IL,68,5.98,,JPP,1,0.09,,L,25,2.2,,MPT.A,0,0,,NC,0,0,,ND,4,0.35,,PAN,13,1.14,,PCP-PEV,2,0.18,,PCTP/MRPP,4,0.35,,,,,,PPD/PSD.CDS-PP.PPM,440,38.7,,,,,,PS,235,20.67,,,,,,R.I.R.,7,0.62,,VP,1,0.09,
30261,Pousa,2024,,,,1,0,1,,,,1999,1501,75.09,28,1.87,17,1.13,,,ADN,24,1.6,,B.E.,35,2.33,,CH,266,17.72,,E,6,0.4,,IL,80,5.33,,JPP,1,0.07,,L,34,2.27,,MPT.A,2,0.13,,NC,4,0.27,,ND,12,0.8,,PAN,30,2,,PCP-PEV,21,1.4,,PCTP/MRPP,6,0.4,,,,,,PPD/PSD.CDS-PP.PPM,521,34.71,,,,,,PS,405,26.98,,,,,,R.I.R.,6,0.4,,VP,3,0.2,
30263,Remelhe,2024,,,,1,0,1,,,,1199,906,75.56,29,3.2,16,1.77,,,ADN,14,1.55,,B.E.,30,3.31,,CH,167,18.43,,E,3,0.33,,IL,44,4.86,,JPP,1,0.11,,L,14,1.55,,MPT.A,1,0.11,,NC,1,0.11,,ND,3,0.33,,PAN,9,0.99,,PCP-PEV,6,0.66,,PCTP/MRPP,1,0.11,,,,,,PPD/PSD.CDS-PP.PPM,402,44.37,,,,,,PS,161,17.77,,,,,,R.I.R.,2,0.22,,VP,2,0.22,
30264,Roriz,2024,,,,1,0,1,,,,1872,1372,73.29,23,1.68,10,0.73,,,ADN,34,2.48,,B.E.,33,2.41,,CH,301,21.94,,E,0,0,,IL,69,5.03,,JPP,0,0,,L,28,2.04,,MPT.A,3,0.22,,NC,1,0.07,,ND,14,1.02,,PAN,9,0.66,,PCP-PEV,14,1.02,,PCTP/MRPP,1,0.07,,,,,,PPD/PSD.CDS-PP.PPM,625,45.55,,,,,,PS,196,14.29,,,,,,R.I.R.,9,0.66,,VP,2,0.15,
30265,Rio Covo (Santa Eugénia),2024,,,,1,0,1,,,,1395,1035,74.19,23,2.22,10,0.97,,,ADN,18,1.74,,B.E.,50,4.83,,CH,197,19.03,,E,0,0,,IL,64,6.18,,JPP,0,0,,L,23,2.22,,MPT.A,1,0.1,,NC,1,0.1,,ND,3,0.29,,PAN,20,1.93,,PCP-PEV,10,0.97,,PCTP/MRPP,0,0,,,,,,PPD/PSD.CDS-PP.PPM,341,32.95,,,,,,PS,266,25.7,,,,,,R.I.R.,5,0.48,,VP,3,0.29,
30268,Galegos (Santa Maria),2024,,,,1,0,1,,,,2569,1982,77.15,32,1.61,19,0.96,,,ADN,38,1.92,,B.E.,76,3.83,,CH,363,18.31,,E,2,0.1,,IL,126,6.36,,JPP,0,0,,L,38,1.92,,MPT.A,2,0.1,,NC,0,0,,ND,18,0.91,,PAN,26,1.31,,PCP-PEV,15,0.76,,PCTP/MRPP,4,0.2,,,,,,PPD/PSD.CDS-PP.PPM,818,41.27,,,,,,PS,396,19.98,,,,,,R.I.R.,4,0.2,,VP,5,0.25,
30272,Galegos (São Martinho),2024,,,,1,0,1,,,,1707,1230,72.06,30,2.44,17,1.38,,,ADN,19,1.54,,B.E.,37,3.01,,CH,274,22.28,,E,2,0.16,,IL,67,5.45,,JPP,1,0.08,,L,24,1.95,,MPT.A,2,0.16,,NC,1,0.08,,ND,7,0.57,,PAN,14,1.14,,PCP-PEV,9,0.73,,PCTP/MRPP,0,0,,,,,,PPD/PSD.CDS-PP.PPM,493,40.08,,,,,,PS,225,18.29,,,,,,R.I.R.,6,0.49,,VP,2,0.16,
30277,Tamel (São Veríssimo),2024,,,,1,0,1,,,,2708,2033,75.07,40,1.97,19,0.93,,,ADN,45,2.21,,B.E.,100,4.92,,CH,416,20.46,,E,2,0.1,,IL,119,5.85,,JPP,2,0.1,,L,42,2.07,,MPT.A,2,0.1,,NC,2,0.1,,ND,14,0.69,,PAN,25,1.23,,PCP-PEV,35,1.72,,PCTP/MRPP,6,0.3,,,,,,PPD/PSD.CDS-PP.PPM,600,29.51,,,,,,PS,549,27,,,,,,R.I.R.,12,0.59,,VP,3,0.15,
30279,Silva,2024,,,,1,0,1,,,,805,644,80,18,2.8,5,0.78,,,ADN,15,2.33,,B.E.,26,4.04,,CH,97,15.06,,E,1,0.16,,IL,17,2.64,,JPP,0,0,,L,17,2.64,,MPT.A,2,0.31,,NC,1,0.16,,ND,6,0.93,,PAN,4,0.62,,PCP-PEV,5,0.78,,PCTP/MRPP,3,0.47,,,,,,PPD/PSD.CDS-PP.PPM,233,36.18,,,,,,PS,189,29.35,,,,,,R.I.R.,5,0.78,,VP,0,0,
30282,Ucha,2024,,,,1,0,1,,,,1296,975,75.23,24,2.46,8,0.82,,,ADN,21,2.15,,B.E.,18,1.85,,CH,224,22.97,,E,2,0.21,,IL,41,4.21,,JPP,3,0.31,,L,14,1.44,,MPT.A,5,0.51,,NC,1,0.1,,ND,12,1.23,,PAN,11,1.13,,PCP-PEV,9,0.92,,PCTP/MRPP,1,0.1,,,,,,PPD/PSD.CDS-PP.PPM,331,33.95,,,,,,PS,246,25.23,,,,,,R.I.R.,1,0.1,,VP,3,0.31,
30283,Várzea,2024,,,,1,0,1,,,,1633,1235,75.63,21,1.7,10,0.81,,,ADN,15,1.21,,B.E.,44,3.56,,CH,248,20.08,,E,1,0.08,,IL,69,5.59,,JPP,2,0.16,,L,22,1.78,,MPT.A,0,0,,NC,0,0,,ND,8,0.65,,PAN,19,1.54,,PCP-PEV,5,0.4,,PCTP/MRPP,3,0.24,,,,,,PPD/PSD.CDS-PP.PPM,385,31.17,,,,,,PS,368,29.8,,,,,,R.I.R.,14,1.13,,VP,1,0.08,
30287,Vila Seca,2024,,,,1,0,1,,,,976,709,72.64,13,1.83,4,0.56,,,ADN,25,3.53,,B.E.,24,3.39,,CH,100,14.1,,E,0,0,,IL,25,3.53,,JPP,0,0,,L,10,1.41,,MPT.A,2,0.28,,NC,0,0,,ND,12,1.69,,PAN,3,0.42,,PCP-PEV,5,0.71,,PCTP/MRPP,1,0.14,,,,,,PPD/PSD.CDS-PP.PPM,335,47.25,,,,,,PS,149,21.02,,,,,,R.I.R.,1,0.14,,VP,0,0,
30290,Alheira e Igreja Nova,2024,,,,1,0,1,,,,1453,906,62.35,17,1.88,15,1.66,,,ADN,17,1.88,,B.E.,11,1.21,,CH,156,17.22,,E,1,0.11,,IL,42,4.64,,JPP,1,0.11,,L,15,1.66,,MPT.A,1,0.11,,NC,1,0.11,,ND,11,1.21,,PAN,3,0.33,,PCP-PEV,2,0.22,,PCTP/MRPP,3,0.33,,,,,,PPD/PSD.CDS-PP.PPM,443,48.9,,,,,,PS,165,18.21,,,,,,R.I.R.,1,0.11,,VP,1,0.11,
30291,Alvito (São Pedro e São Martinho) e Couto,2024,,,,1,0,1,,,,1307,944,72.23,23,2.44,10,1.06,,,ADN,29,3.07,,B.E.,20,2.12,,CH,193,20.44,,E,2,0.21,,IL,51,5.4,,JPP,0,0,,L,13,1.38,,MPT.A,2,0.21,,NC,0,0,,ND,3,0.32,,PAN,11,1.17,,PCP-PEV,13,1.38,,PCTP/MRPP,1,0.11,,,,,,PPD/PSD.CDS-PP.PPM,404,42.8,,,,,,PS,160,16.95,,,,,,R.I.R.,7,0.74,,VP,2,0.21,
30292,Areias de Vilar e Encourados,2024,,,,1,0,1,,,,1646,1157,70.29,20,1.73,4,0.35,,,ADN,38,3.28,,B.E.,35,3.03,,CH,184,15.9,,E,4,0.35,,IL,57,4.93,,JPP,3,0.26,,L,20,1.73,,MPT.A,4,0.35,,NC,3,0.26,,ND,4,0.35,,PAN,14,1.21,,PCP-PEV,14,1.21,,PCTP/MRPP,5,0.43,,,,,,PPD/PSD.CDS-PP.PPM,453,39.15,,,,,,PS,284,24.55,,,,,,R.I.R.,10,0.86,,VP,1,0.09,
30293,Barcelos Vila Boa e Vila Frescainha,2024,,,,1,0,1,,,,10144,7493,73.87,136,1.82,55,0.73,,,ADN,113,1.51,,B.E.,400,5.34,,CH,1087,14.51,,E,6,0.08,,IL,547,7.3,,JPP,6,0.08,,L,220,2.94,,MPT.A,9,0.12,,NC,5,0.07,,ND,32,0.43,,PAN,109,1.45,,PCP-PEV,172,2.3,,PCTP/MRPP,15,0.2,,,,,,PPD/PSD.CDS-PP.PPM,2467,32.92,,,,,,PS,2078,27.73,,,,,,R.I.R.,29,0.39,,VP,7,0.09,
30294,Campo e Tamel (São Pedro Fins),2024,,,,1,0,1,,,,1369,1074,78.45,31,2.89,13,1.21,,,ADN,25,2.33,,B.E.,27,2.51,,CH,210,19.55,,E,2,0.19,,IL,53,4.93,,JPP,3,0.28,,L,19,1.77,,MPT.A,2,0.19,,NC,2,0.19,,ND,5,0.47,,PAN,11,1.02,,PCP-PEV,12,1.12,,PCTP/MRPP,2,0.19,,,,,,PPD/PSD.CDS-PP.PPM,455,42.36,,,,,,PS,197,18.34,,,,,,R.I.R.,5,0.47,,VP,0,0,
30295,Carreira e Fonte Coberta,2024,,,,1,0,1,,,,1849,1382,74.74,35,2.53,15,1.09,,,ADN,26,1.88,,B.E.,44,3.18,,CH,244,17.66,,E,2,0.14,,IL,50,3.62,,JPP,0,0,,L,22,1.59,,MPT.A,3,0.22,,NC,2,0.14,,ND,6,0.43,,PAN,11,0.8,,PCP-PEV,13,0.94,,PCTP/MRPP,3,0.22,,,,,,PPD/PSD.CDS-PP.PPM,501,36.25,,,,,,PS,394,28.51,,,,,,R.I.R.,10,0.72,,VP,1,0.07,
30296,Chorente Góios Courel Pedra Furada e Gueral,2024,,,,1,0,1,,,,2311,1755,75.94,31,1.77,18,1.03,,,ADN,47,2.68,,B.E.,25,1.42,,CH,300,17.09,,E,0,0,,IL,97,5.53,,JPP,2,0.11,,L,20,1.14,,MPT.A,1,0.06,,NC,1,0.06,,ND,8,0.46,,PAN,11,0.63,,PCP-PEV,5,0.28,,PCTP/MRPP,2,0.11,,,,,,PPD/PSD.CDS-PP.PPM,879,50.09,,,,,,PS,296,16.87,,,,,,R.I.R.,9,0.51,,VP,3,0.17,
30297,Creixomil e Mariz,2024,,,,1,0,1,,,,1072,873,81.44,21,2.41,6,0.69,,,ADN,20,2.29,,B.E.,27,3.09,,CH,127,14.55,,E,0,0,,IL,55,6.3,,JPP,1,0.11,,L,23,2.63,,MPT.A,1,0.11,,NC,0,0,,ND,7,0.8,,PAN,6,0.69,,PCP-PEV,4,0.46,,PCTP/MRPP,0,0,,,,,,PPD/PSD.CDS-PP.PPM,373,42.73,,,,,,PS,199,22.79,,,,,,R.I.R.,3,0.34,,VP,0,0,
30298,Durrães e Tregosa,2024,,,,1,0,1,,,,1279,927,72.48,27,2.91,12,1.29,,,ADN,32,3.45,,B.E.,32,3.45,,CH,196,21.14,,E,0,0,,IL,38,4.1,,JPP,1,0.11,,L,11,1.19,,MPT.A,0,0,,NC,1,0.11,,ND,5,0.54,,PAN,18,1.94,,PCP-PEV,10,1.08,,PCTP/MRPP,2,0.22,,,,,,PPD/PSD.CDS-PP.PPM,330,35.6,,,,,,PS,206,22.22,,,,,,R.I.R.,2,0.22,,VP,4,0.43,
30299,Gamil e Midões,2024,,,,1,0,1,,,,1259,993,78.87,16,1.61,5,0.5,,,ADN,23,2.32,,B.E.,34,3.42,,CH,162,16.31,,E,4,0.4,,IL,47,4.73,,JPP,0,0,,L,28,2.82,,MPT.A,0,0,,NC,0,0,,ND,1,0.1,,PAN,4,0.4,,PCP-PEV,9,0.91,,PCTP/MRPP,3,0.3,,,,,,PPD/PSD.CDS-PP.PPM,364,36.66,,,,,,PS,282,28.4,,,,,,R.I.R.,5,0.5,,VP,6,0.6,
0302FA,Milhazes Vilar de Figos e Faria,2024,,,,1,0,1,,,,1828,1403,76.75,16,1.14,14,1,,,ADN,48,3.42,,B.E.,31,2.21,,CH,251,17.89,,E,1,0.07,,IL,57,4.06,,JPP,0,0,,L,30,2.14,,MPT.A,0,0,,NC,0,0,,ND,5,0.36,,PAN,9,0.64,,PCP-PEV,10,0.71,,PCTP/MRPP,4,0.29,,,,,,PPD/PSD.CDS-PP.PPM,681,48.54,,,,,,PS,238,16.96,,,,,,R.I.R.,4,0.29,,VP,4,0.29,
0302FB,Negreiros e Chavão,2024,,,,1,0,1,,,,2090,1570,75.12,11,0.7,27,1.72,,,ADN,53,3.38,,B.E.,24,1.53,,CH,277,17.64,,E,0,0,,IL,71,4.52,,JPP,0,0,,L,15,0.96,,MPT.A,0,0,,NC,1,0.06,,ND,7,0.45,,PAN,10,0.64,,PCP-PEV,3,0.19,,PCTP/MRPP,1,0.06,,,,,,PPD/PSD.CDS-PP.PPM,938,59.75,,,,,,PS,123,7.83,,,,,,R.I.R.,9,0.57,,VP,0,0,
0302FC,Quintiães e Aguiar,2024,,,,1,0,1,,,,995,738,74.17,11,1.49,4,0.54,,,ADN,22,2.98,,B.E.,18,2.44,,CH,165,22.36,,E,1,0.14,,IL,22,2.98,,JPP,1,0.14,,L,10,1.36,,MPT.A,1,0.14,,NC,0,0,,ND,5,0.68,,PAN,7,0.95,,PCP-PEV,5,0.68,,PCTP/MRPP,1,0.14,,,,,,PPD/PSD.CDS-PP.PPM,327,44.31,,,,,,PS,134,18.16,,,,,,R.I.R.,3,0.41,,VP,1,0.14,
0302FD,Sequeade e Bastuço (São João e Santo Estevão),2024,,,,1,0,1,,,,1734,1310,75.55,15,1.15,18,1.37,,,ADN,30,2.29,,B.E.,37,2.82,,CH,320,24.43,,E,3,0.23,,IL,50,3.82,,JPP,2,0.15,,L,18,1.37,,MPT.A,1,0.08,,NC,1,0.08,,ND,8,0.61,,PAN,18,1.37,,PCP-PEV,13,0.99,,PCTP/MRPP,4,0.31,,,,,,PPD/PSD.CDS-PP.PPM,443,33.82,,,,,,PS,312,23.82,,,,,,R.I.R.,15,1.15,,VP,2,0.15,
0302FE,Silveiros e Rio Covo (Santa Eulália),2024,,,,1,0,1,,,,1807,1348,74.6,16,1.19,12,0.89,,,ADN,22,1.63,,B.E.,52,3.86,,CH,258,19.14,,E,2,0.15,,IL,57,4.23,,JPP,1,0.07,,L,17,1.26,,MPT.A,2,0.15,,NC,0,0,,ND,6,0.45,,PAN,18,1.34,,PCP-PEV,20,1.48,,PCTP/MRPP,2,0.15,,,,,,PPD/PSD.CDS-PP.PPM,507,37.61,,,,,,PS,343,25.45,,,,,,R.I.R.,10,0.74,,VP,3,0.22,
